ident,data_originator,adet,farkli_koordinat,tablolar,isimler
KFK,DHMI TURKIYE,2,2,"vor_dme,tacan",AFYON
KFV,EUROCONTROL NMOC,2,1,"vortac,dme",KEFLAVIK
KG,EUROCONTROL NMOC,2,2,"vor_dme,dme","KALGOORLIE,KRASNAYA GORBATKA"
KMI,EUROCONTROL NMOC,2,2,"vor,dme","KALEMIE,KMIECIN"
KMN,EUROCONTROL NMOC,2,2,"vor_dme,dme","KAIMANA / UTAROM,KAMYSHIN"
KND,EUROCONTROL NMOC,2,2,"vor_dme,dme","KRASNODAR/PASHKOVSKIY,KANDLA"
KO,EUROCONTROL NMOC,2,2,dme,"KUUSAMO,KARMANOVO"
KPS,EUROCONTROL NMOC,2,2,"vor_dme,tacan",KAMPHAENG SAEN
KR,EUROCONTROL NMOC,2,2,dme,"KIRKENES,KARUP"
KRG,EUROCONTROL NMOC,2,2,"vor_dme,dme","KORHOGO,KARGOPOL"
KRH,EUROCONTROL NMOC,2,2,"vor_dme,dme","KARLSRUHE,KERCH"
KRK,EUROCONTROL NMOC,2,2,"vor_dme,tacan","KERKIRA,KIRKUK"
KRN,EUROCONTROL NMOC,2,2,"vor_dme,dme","KIRENSK,KARNICE"
KRT,EUROCONTROL NMOC,2,2,"vor_dme,tacan",KHORAT
KSH,EUROCONTROL NMOC,2,2,"vor_dme,tacan","KUSHINAGAR,KERMANSHAH"
KSM,EUROCONTROL NMOC,2,2,"vor_dme,dme","SEOUL,MAROVKA"
KSR,DHMI TURKIYE,2,2,"vor_dme,tacan",KAYSERI
KTS,GEORGIAN AIR NAVIGATION - SAKAERONAVIGATSIA LTD,2,1,"vor,dme","DVOR,DME"
KUA,EUROCONTROL NMOC,2,2,vor_dme,"KADUNA,KUWAIT"
KV,EUROCONTROL NMOC,2,2,"vor_dme,dme","KILIMANJARO,ROSKILDE"
LA,EUROCONTROL NMOC,2,2,"vor_dme,dme","LAHORE,NAMEST DME 30"
LAA,EUROCONTROL NMOC,2,2,"vor_dme,dme","LAMAR,LAPA-PR"
LAG,EUROCONTROL NMOC,2,2,"vor_dme,tacan","LAGOS,LAAGE"
LBR,EUROCONTROL NMOC,2,2,"vor_dme,dme","LILABARI,LABREA"
LCH,EUROCONTROL NMOC,2,2,"vortac,tacan","LAKE CHARLES,LECHFELD"
LHT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","ERENHOT,HAMAMATSU"
LJA,EUROCONTROL NMOC,2,2,vor_dme,"LODJA,LIJIANG"
LJB,EUROCONTROL NMOC,2,2,"vor_dme,dme","WANCHANG,LJUBLJANA"
LLR,LATVIJAS GAISA SATIKSME,2,1,"vor,tacan",LIELVARDE
LND,EUROCONTROL NMOC,2,2,"vor_dme,dme","LAND'S END,SCHKEUDITZ NORD"
LNZ,AUSTRO CONTROL GMBH,2,2,"vor,dme",LINZ
LOB,EUROCONTROL NMOC,2,2,"dme,tacan","LOB,LOP BURI"
LP,EUROCONTROL NMOC,2,2,dme,"LAPPEENRANTA,CHULKOVO"
LRD,EUROCONTROL NMOC,2,2,"vortac,dme","LAREDO,LAHR"
LTV,EUROCONTROL NMOC,2,2,"vor_dme,dme","LATACUNGA,MAKHADO (MIL)"
LWI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
LYH,EUROCONTROL NMOC,2,2,vor_dme,"LYNCHBURG,LIUYANG"
MA,EUROCONTROL NMOC,2,2,"vor_dme,dme","MOUNT ISA,MIKHAYLOVKA"
MAG,EUROCONTROL NMOC,2,2,"vor_dme,dme","MAGDEBURG,MANDALGOBI"
MAS,AIR TRAFFIC CONTROL - THE NETHERLANDS (LVNL),2,1,"vor,dme",MAASTRICHT
MDI,EUROCONTROL NMOC,2,2,"vor_dme,dme","MADURAI,MORRO DA IGREJA"
MEN,DHMI TURKIYE,2,2,"vor_dme,tacan","IZMIR,ADNAN MENDERES"
MER,EUROCONTROL NMOC,2,2,"vor_dme,dme","MERCADERES,MERIMBULA"
MES,AVINOR ORGANISATION FOR EAD,2,2,"vor,dme",MESNALI
MF,EUROCONTROL NMOC,2,2,"vor,dme","MAMFE,VAGAR"
MGW,FAA LOADER (EAD SP),2,1,"vor,dme",MORGANTOWN
MH,EUROCONTROL NMOC,2,2,dme,"MEHAMN,MIKHAYLOVSK"
MKS,EUROCONTROL NMOC,2,2,vor_dme,"MEKNES,MAKASSAR/SULTAN HASANUDDIN"
ML,EUROCONTROL NMOC,2,2,"vor_dme,dme","MELBOURNE,MOLDE"
MLP,EUROCONTROL NMOC,2,2,"vor_dme,dme","MULLAN PASS,MILANO/MALPENSA"
MLT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","DONGMULANTOU,MINAMI TORISHIMA"
MND,EUROCONTROL NMOC,2,2,"vor_dme,dme","MUNDRA,MANNHEIM"
MNI,DHMI TURKIYE,2,2,"vor_dme,tacan",MERZIFON
MOE,EUROCONTROL NMOC,2,2,"vor_dme,dme","OYAMA,MOMOTE"
MOH,M-NAV,2,2,"ils_loc,ils_gp",
MOR,EUROCONTROL NMOC,2,2,"vor_dme,dme","MOROZOVSK,MOORE-MURRELL"
MOS,EUROCONTROL NMOC,2,2,"vor_dme,tacan","MOSTAGANEM,MOSJOEN"
MR,EUROCONTROL NMOC,2,2,"vor_dme,dme","MOSCOW/SHEREMETYEVO,MURAVEYKA"
MRN,ENAIRE,2,2,"vor_dme,tacan",SEVILLA/MORON
MRN,EUROCONTROL NMOC,2,2,"vor_dme,dme","MARINILLA,MARYINO"
MS,EUROCONTROL NMOC,2,2,dme,"MOSJOEN,MANIITSOQ"
MSD,EUROCONTROL NMOC,2,2,"vor_dme,tacan",MASHHAD
MUS,DHMI TURKIYE,2,2,"vor_dme,tacan",MUS
MZT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","MAZATLAN,MAIZURU"
MZV,EUROCONTROL NMOC,2,2,"vor_dme,dme","MAZENOD (MASERU),MOLINE"
NDD,EUROCONTROL NMOC,2,2,"vor_dme,dme","NANDED,NIEDERSTETTEN"
NG,EUROCONTROL NMOC,2,2,dme,"SHARANGA,GAELLIVARE"
NGA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"vor,dme",NAGA
NH,EUROCONTROL NMOC,2,2,"vor_dme,dme","NAWABSHAH,NIKOLSK"
NID,EUROCONTROL NMOC,2,2,"dme,tacan","NIEDERRHEIN,CHINA LAKE"
NK,EUROCONTROL NMOC,2,2,dme,"NIKOLSKOYE,KRAMFORS"
NL,EUROCONTROL NMOC,2,2,dme,"PONTA DELGADA,LYCKSELE"
NQ,EUROCONTROL NMOC,2,2,dme,"NARSARSUAQ,KIRUNA"
NSA,EUROCONTROL NMOC,2,2,"vor_dme,dme","NISA,ARLANDA"
NTA,EUROCONTROL NMOC,2,2,"vor_dme,dme","NATUNA/RANAI,NOWY TARG"
NX,EUROCONTROL NMOC,2,2,dme,"NERL,ARVIDSJAUR"
NYL,EUROCONTROL NMOC,2,2,"vor_dme,tacan","NYALA,YUMA"
OBI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
OEL,EUROCONTROL NMOC,2,2,"vor_dme,dme","CHOELE CHOEL,LINZ-RWY26"
OG,EUROCONTROL NMOC,2,2,"vor_dme,dme","OUAGADOUGOU,OGUR"
OK,EUROCONTROL NMOC,2,2,"vor_dme,dme","OAKEY,OKTYABRSKIY"
OOM,EUROCONTROL NMOC,2,2,"vortac,dme","HOOSIER,MOOMBA"
OSA,EUROCONTROL NMOC,2,2,"vor_dme,dme","SANTA ROSA,OSA"
OSB,EUROCONTROL NMOC,2,2,"vor_dme,tacan","OSUBI,OSNABRUECK"
OST,EUROCONTROL NMOC,2,2,dme,"OSTIA,OSTASZE"
OUK,EUROCONTROL NMOC,2,1,"vor,dme",OULU
PAD,EUROCONTROL NMOC,2,2,"vor_dme,dme","PARSABADE MOGHAN,PADERBORN-LIPPSTADT"
PAM,EUROCONTROL NMOC,2,2,"dme,tacan","PAMPUS,TYNDALL"
PCK,EUROCONTROL NMOC,2,2,"dme,tacan","PLOCK,PRACHUAP"
PDI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
PE,EUROCONTROL NMOC,2,2,"vor_dme,dme","NOUADHIBOU,PETROVSKOYE"
PEI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
PGS,EUROCONTROL NMOC,2,1,"vor,dme",PEACH SPRINGS
PH,EUROCONTROL NMOC,2,2,"vor_dme,dme","PERTH,PRAHA/RUZYNE DME 06"
PIR,EUROCONTROL NMOC,2,2,"vor_dme,dme","PIRASSUNUNGA,PIRKKA"
PKN,EUROCONTROL NMOC,2,2,"vor_dme,dme","PANGKALAN BUN/ISKANDAR,MATSU/BEIGAN"
PL,EUROCONTROL NMOC,2,2,dme,"PALANA,POLINA OSIPENKO"
PLG,EUROCONTROL NMOC,2,2,"vor_dme,dme","PUERTO LEGUIZAMO,PALANGA"
PNK,EUROCONTROL NMOC,2,2,"vor_dme,dme","PONTIANAK/SUPADIO,PINSK"
PNT,EUROCONTROL NMOC,2,2,"vor_dme,dme","PUERTO NATALES,PORTO ALEGRE DO NORTE"
PNZ,EUROCONTROL NMOC,2,2,vor_dme,"PONZA,PENZA"
PO,EUROCONTROL NMOC,2,2,dme,"PORI,POCHINOK"
PR,EUROCONTROL NMOC,2,2,dme,"PRAHA/RUZYNE DME 24,PORTO"
PRI,EUROCONTROL NMOC,2,1,"vor,dme",PREVIK
PTA,EUROCONTROL NMOC,2,2,vor_dme,"LA PLATA,PUERTO PLATA"
PTH,EUROCONTROL NMOC,2,2,vor_dme,"PERTH,PHAN THIET"
PTN,EUROCONTROL NMOC,2,2,"vor_dme,dme","PATHEIN,PANTNAGAR"
PZA,EUROCONTROL NMOC,2,2,vor_dme,"PUERTO ESPERANZA,PUERTO CABEZAS"
RAF,EUROCONTROL NMOC,2,2,"vor_dme,dme","RAFHA,RAFSANJAN"
RCA,EUROCONTROL NMOC,2,2,"dme,tacan","REGGIO CALABRIA,ELLSWORTH"
RGI,EUROCONTROL NMOC,2,2,"vor_dme,dme","RACH GIA,REGISTRO"
RN,EUROCONTROL NMOC,2,2,"vor_dme,dme","ISLAMABAD,BOGUSLAVETS"
RO,EUROCONTROL NMOC,2,2,dme,"ROROS,ROVANIEMI"
SAE,EUROCONTROL NMOC,2,2,"vor_dme,dme","SEARLE,SAELEN"
SAL,EUROCONTROL NMOC,2,2,"vor_dme,dme","SALTA,SAELEN"
SB,EUROCONTROL NMOC,2,2,dme,"SAMBAVA,STOCKHOLM/BROMMA"
SBG,AUSTRO CONTROL GMBH,2,2,"vor,dme",SALZBURG
SCE,PANSA,2,1,"vor,dme",SZCZECIN/GOLENIOW
SD,EUROCONTROL NMOC,2,2,dme,"MAARIANHAMINA,BORLAENGE"
SDA,AVINOR ORGANISATION FOR EAD,2,1,"vor,dme",SEIDA
SDE,EUROCONTROL NMOC,2,2,vor_dme,"SANTIAGO DEL ESTERO,SENDAI"
SGH,FAA LOADER (EAD SP),2,1,"vor,dme",SPRINGFIELD
SHD,EUROCONTROL NMOC,2,2,dme,"SCHWAEBISCH HALL,SAHAND"
SIG,AVINOR ORGANISATION FOR EAD,2,1,"vor,dme",SIGDAL
SKA,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SAKRAS,FAIRCHILD"
SLG,EUROCONTROL NMOC,2,2,"vor_dme,dme","SIBORONGBORONG/RAJA SISINGAMANGARAJA XII,SETE LAGOAS"
SLK,EUROCONTROL NMOC,2,2,"vor_dme,dme","CASABLANCA / MOHAMED V,SOLODNIKI"
SML,EUROCONTROL NMOC,2,2,"vor_dme,dme","ABU SIMBEL,SEMELISKES"
SMN,EUROCONTROL NMOC,2,2,"vor_dme,dme","SIDI SLIMANE,SEMNAN"
SN,EUROCONTROL NMOC,2,2,dme,"ROSKILDE,USINSK"
SND,EUROCONTROL NMOC,2,2,"vor_dme,dme","SAINSHAND,MORIYA"
SOA,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SOACHA,SOLA"
SPY,EUROCONTROL NMOC,2,2,dme,"SPIJKERBOOR,ST PAUL ISLAND"
SRN,EUROCONTROL NMOC,2,2,"vor_dme,dme","SARANSK,SARAVAN"
SRT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","SIRTE,SURAT THANI"
STD,EUROCONTROL NMOC,2,2,"vor,dme","STORD,SHODO"
STV,EUROCONTROL NMOC,2,2,vortac,"STEFANOVIKION,STONEWALL"
SU,EUROCONTROL NMOC,2,2,"vor_dme,dme","SUNSHINE COAST,ESKILSTUNA"
SUL,EUROCONTROL NMOC,2,2,vor_dme,"SULZ,SULAIMANIYAH"
SYZ,EUROCONTROL NMOC,2,2,"vor_dme,tacan",SHIRAZ
SZY,EUROCONTROL NMOC,2,2,"vor_dme,dme","SHAZIYING,OLSZTYN - MAZURY"
TAL,EUROCONTROL NMOC,2,2,vor_dme,"TALARA,TANANA"
TBN,EUROCONTROL NMOC,2,2,"vor_dme,dme","TABON,GLUCHOW GORNY"
TBS,GEORGIAN AIR NAVIGATION - SAKAERONAVIGATSIA LTD,2,1,"vor,dme","DVOR,DME"
TBZ,EUROCONTROL NMOC,2,2,"vor_dme,tacan",TABRIZ
TGA,AVINOR ORGANISATION FOR EAD,2,1,"vor,dme",TOLGA
TGI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
THT,NAVIAIR ATS,2,1,"vor,tacan",PITUFFIK
TIK,EUROCONTROL NMOC,2,2,"vor_dme,tacan","MUNDO MAYA,TINKER"
TIR,EUROCONTROL NMOC,2,2,"vor_dme,tacan","TIREE,INOWROCLAW"
TIV,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,2,2,"ils_loc,ils_dme",
TKT,EUROCONTROL NMOC,2,2,"vor_dme,tacan","TASHKENT,TOKACHI"
TNI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),2,2,"ils_loc,ils_gp",
TOP,EUROCONTROL NMOC,2,2,"vortac,dme","TOPEKA,TORINO"
TQA,EUROCONTROL NMOC,2,2,"vor_dme,dme","TUSCOLA,TAQUARA"
TQO,EUROCONTROL NMOC,2,1,"vor,dme",TULUM
TR,EUROCONTROL NMOC,2,2,dme,"TROMSO/LANGNES,AARHUS"
TRK,EUROCONTROL NMOC,2,2,"vor_dme,dme","TARAKAN/JUWATA,TIKHORETSK"
TRO,EUROCONTROL NMOC,2,2,vor_dme,"TROMSO,TROMPETEROS"
TRT,EUROCONTROL NMOC,2,2,dme,"TRENT,TRAT"
TUN,AUSTRO CONTROL GMBH,2,1,"vor,dme",TULLN
UBL,EUROCONTROL NMOC,2,2,"vor_dme,tacan","UBON RATCHATHANI,UBON"
UDN,EUROCONTROL NMOC,2,2,"vor_dme,tacan","UDON THANI,UDON"
UL,EUROCONTROL NMOC,2,2,dme,"ULA,ULUNDI"
ULT,NAV CANADA,2,2,"dme,tacan",ALERT
VAL,EUROCONTROL NMOC,2,1,"vor,dme",VALENCIA
VBV,ROMATSA - ROMANIAN AIR TRAFFIC SERVICES ADMINISTRATION,2,2,"vor,dme",
VFL,EUROCONTROL NMOC,2,2,vortac,"VARDEFJELL,HORTA"
VIL,EUROCONTROL NMOC,2,2,"vortac,dme","VILLAFRANCA,VILMAS"
VKL,EUROCONTROL NMOC,2,2,"vor_dme,tacan","KUALA LUMPUR,VOLKEL"
VLC,EUROCONTROL NMOC,2,2,"vor_dme,dme","LICHINGA,VALENCA"
VNO,EUROCONTROL NMOC,2,2,"vor_dme,dme","VILNIUS,VANIMO"
WGM,AUSTRO CONTROL GMBH,2,2,"vor,dme",WAGRAM
WLK,EUROCONTROL NMOC,2,2,"vor_dme,dme","VLADIKAVKAZ/BESLAN,VOLCHANKA"
WNK,EUROCONTROL NMOC,2,2,"vor_dme,dme","MOSCOW/VNUKOVO,VESHENSKAYA"
WOL,EUROCONTROL NMOC,2,2,dme,"WOL,WOLVERHAMPTON/HALFPENNY GREEN"
WTM,EUROCONTROL NMOC,2,2,"vor_dme,tacan","TIANMEN,WITTMUNDHAFEN"
YAA,DHMI TURKIYE,2,2,"vor_dme,tacan",YALOVA
YBE,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,2,2,"ils_loc,ils_gp",
YUI,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,2,2,"ils_loc,ils_gp",
YXY,NAV CANADA,2,2,"vor,dme",WHITEHORSE
YZD,EUROCONTROL NMOC,2,2,"vor_dme,tacan",YAZD
YZF,NAV CANADA,2,1,"vor,dme",YELLOWKNIFE
ZMN,EUROCONTROL NMOC,2,2,"vor_dme,dme","ZAAMIN CVOR DME,ZEMETCHINO"
ZV,EUROCONTROL NMOC,2,2,"vor_dme,dme","ZANZIBAR,STAVANGER/SOLA"
